system:index,PANELID,first,.geo
000000000000000002c2,707,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c3,708,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c4,709,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c5,710,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002c6,711,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa3,2724,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa4,2725,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa5,2726,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa6,2727,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa7,2728,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa8,2729,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aa9,2730,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aaa,2731,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aab,2732,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aac,2733,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aad,2734,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aae,2735,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aaf,2736,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab0,2737,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab1,2738,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab2,2739,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab3,2740,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab4,2741,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab5,2742,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab6,2743,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab7,2744,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab8,2745,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ab9,2746,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aba,2747,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abb,2748,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abc,2749,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abd,2750,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abe,2751,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000abf,2752,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac0,2753,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac1,2754,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac2,2755,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac3,2756,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac4,2757,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac5,2758,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac6,2759,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac7,2760,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac8,2761,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ac9,2762,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aca,2763,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000acb,2764,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000acc,2765,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000acd,2766,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ace,2767,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000acf,2768,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad0,2769,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad1,2770,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad2,2771,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad3,2772,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad4,2773,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad5,2774,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad6,2775,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad7,2776,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad8,2777,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ad9,2778,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ada,2779,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adb,2780,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adc,2781,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001167,4456,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001168,4457,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001169,4458,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116a,4459,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116b,4460,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116c,4461,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116d,4462,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116e,4463,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000116f,4464,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001170,4465,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001171,4466,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001172,4467,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001173,4468,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001174,4469,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001175,4470,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001176,4471,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ef,752,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f0,753,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f1,754,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2,755,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f3,756,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f4,757,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f5,758,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f6,759,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f7,760,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f8,761,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f9,762,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fa,763,,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fb,764,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fc,765,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fd,766,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002fe,767,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ff,768,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000300,769,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000301,770,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000302,771,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000303,772,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000304,773,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000305,774,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000306,775,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000307,776,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000308,777,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000309,778,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030a,779,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030b,780,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030c,781,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030d,782,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030e,783,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000030f,784,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000310,785,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000311,786,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000312,787,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000313,788,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000314,789,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000315,790,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000316,791,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000317,792,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000318,793,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000319,794,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031a,795,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031b,796,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031c,797,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031d,798,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031e,799,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000031f,800,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000320,801,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000321,802,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000322,803,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000323,804,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000324,805,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000325,806,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000326,807,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000327,808,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000328,809,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000329,810,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032a,811,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032b,812,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032c,813,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032d,814,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032e,815,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000032f,816,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000330,817,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000331,818,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000332,819,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000333,820,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000334,821,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000335,822,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000336,823,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000337,824,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000338,825,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000339,826,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033a,827,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033b,828,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033c,829,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033d,830,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033e,831,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000033f,832,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000340,833,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000341,834,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000342,835,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000343,836,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000344,837,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000345,838,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000346,839,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000347,840,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000348,841,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000349,842,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ade,2783,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000adf,2784,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae0,2785,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae1,2786,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae2,2787,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae3,2788,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae4,2789,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae5,2790,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae6,2791,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae7,2792,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae8,2793,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000ae9,2794,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aea,2795,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aeb,2796,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aec,2797,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aed,2798,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aee,2799,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aef,2800,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af0,2801,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af1,2802,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af2,2803,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af3,2804,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af4,2805,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af5,2806,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af6,2807,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af7,2808,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af8,2809,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000af9,2810,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000afa,2811,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000afb,2812,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000afc,2813,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000afd,2814,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000afe,2815,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000aff,2816,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b00,2817,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b01,2818,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b02,2819,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b03,2820,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b04,2821,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b05,2822,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000b06,2823,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034b,844,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034c,845,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034d,846,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034e,847,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000034f,848,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000350,849,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000351,850,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000352,851,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000353,852,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000354,853,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000355,854,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000356,855,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000357,856,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000358,857,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000359,858,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035a,859,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035b,860,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035c,861,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035d,862,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035e,863,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000035f,864,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000360,865,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000361,866,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000362,867,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000363,868,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000364,869,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000365,870,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000366,871,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000367,872,,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000368,873,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000369,874,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036a,875,,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036b,876,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036c,877,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036d,878,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036e,879,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000036f,880,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000370,881,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000371,882,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
